date,platform,age_group,region,device,campaign_type,hour,impressions,month,click_rate,clicks,cpc,cost,conversion_rate,conversions,day,fatigue_factor
2028-02-16,Google,18-25,South India,Mobile,Text,6,85039,2,0.036741320692609575,3124,0.9,2811.6,0.15620034106361924,464,1141,0.95436
2028-02-17,Instagram,26-35,West India,Mobile,Image,3,64578,2,0.06605093642323362,4265,1.3,5544.5,0.15960811114937548,648,1142,0.9543200000000001
2028-02-18,Instagram,18-25,North India,Mobile,Text,4,90636,2,0.07788313586933192,7059,1.3,9176.7,0.08485823031396617,571,1143,0.95428
2028-02-19,Google,36-50,West India,Desktop,Image,15,83410,2,0.029134131541856612,2430,0.9,2187.0,0.06669203902857099,154,1144,0.95424
2028-02-20,Instagram,26-35,West India,Mobile,Text,14,47905,2,0.06720782553139901,3219,1.3,4184.7,0.09308399070419467,285,1145,0.9541999999999999
2028-02-21,Instagram,36-50,North India,Desktop,Video,15,30420,2,0.04416668558570972,1343,1.3,1745.9,0.06940245952217244,88,1146,0.95416
2028-02-22,Instagram,36-50,West India,Mobile,Image,3,36813,2,0.05512864702175634,2029,1.3,2637.7000000000003,0.07777884385637271,149,1147,0.95412
2028-02-23,Instagram,18-25,West India,Mobile,Video,5,1382,2,0.08681972033936855,119,1.3,154.70000000000002,0.1290990416192729,14,1148,0.95408
2028-02-24,Instagram,18-25,West India,Mobile,Text,17,39353,2,0.03332964793606404,1311,1.3,1704.3,0.03651562918480791,44,1149,0.95404
2028-02-25,Instagram,26-35,South India,Mobile,Image,2,10369,2,0.040337362510042066,418,1.3,543.4,0.16192128094621766,63,1150,0.954
2028-02-26,Instagram,26-35,South India,Mobile,Text,21,35985,2,0.12727003379021634,4579,1.3,5952.7,0.06317615742360347,275,1151,0.95396
2028-02-27,Instagram,26-35,South India,Mobile,Image,23,43255,2,0.04740039230345153,2050,1.3,2665.0,0.17745813362197782,346,1152,0.95392
2028-02-28,Instagram,36-50,West India,Desktop,Text,4,59261,2,0.053341616188117065,3161,1.3,4109.3,0.036648919462963454,109,1153,0.95388
2028-02-29,Instagram,18-25,North India,Desktop,Video,1,90197,2,0.08053016357574914,7263,1.3,9441.9,0.1305282178360042,904,1154,0.95384
2028-03-01,Instagram,18-25,South India,Mobile,Video,22,62590,3,0.04357040514352708,2727,1.3,3545.1,0.21595760612100504,560,1155,0.9538
2028-03-02,Google,18-25,North India,Mobile,Text,15,46486,3,0.07719938333741425,3588,0.9,3229.2000000000003,0.0651200774245976,222,1156,0.9537599999999999
2028-03-03,Instagram,26-35,West India,Desktop,Video,5,48883,3,0.03340676163601835,1633,1.3,2122.9,0.18355580552705378,285,1157,0.95372
2028-03-04,Instagram,18-25,South India,Mobile,Video,14,56318,3,0.05077260849468372,2859,1.3,3716.7000000000003,0.20461801139554567,557,1158,0.95368
2028-03-05,Google,18-25,West India,Mobile,Text,17,52566,3,0.08019242997557524,4215,0.9,3793.5,0.12089373586816168,485,1159,0.95364
2028-03-06,Instagram,18-25,North India,Desktop,Image,5,1650,3,0.06570273920405768,108,1.3,140.4,0.09509017460338177,9,1160,0.9536
2028-03-07,Google,26-35,South India,Mobile,Text,12,41937,3,0.0786671586243698,3299,0.9,2969.1,0.15418148028550666,484,1161,0.95356
2028-03-08,Google,18-25,South India,Mobile,Image,23,22299,3,0.07078419112576674,1578,0.9,1420.2,0.15485667177420784,232,1162,0.95352
2028-03-09,Instagram,26-35,South India,Mobile,Video,12,27862,3,0.09048670186861832,2521,1.3,3277.3,0.17809411515449602,427,1163,0.95348
2028-03-10,Google,18-25,South India,Mobile,Video,0,97689,3,0.06054538868666964,5914,0.9,5322.6,0.22459910279624,1266,1164,0.95344
2028-03-11,Instagram,18-25,North India,Mobile,Video,15,17312,3,0.10995487424523559,1903,1.3,2473.9,0.09310865484567224,168,1165,0.9534
2028-03-12,Instagram,18-25,South India,Mobile,Video,3,11943,3,0.10022947562928011,1197,1.3,1556.1000000000001,0.10534015119887852,120,1166,0.95336
2028-03-13,Google,26-35,West India,Desktop,Video,16,69734,3,0.02935617980711677,2047,0.9,1842.3,0.12421538474512309,242,1167,0.95332
2028-03-14,Google,26-35,South India,Mobile,Image,17,18325,3,0.05586380779414475,1023,0.9,920.7,0.06078874183245193,59,1168,0.95328
2028-03-15,Google,18-25,North India,Mobile,Image,15,75268,3,0.031171312922641987,2346,0.9,2111.4,0.09116066456617762,203,1169,0.95324
2028-03-16,Instagram,36-50,South India,Mobile,Image,0,72341,3,0.09543974325279318,6904,1.3,8975.2,0.11722249010363721,771,1170,0.9532
2028-03-17,Instagram,26-35,North India,Desktop,Text,5,53879,3,0.03665662166225761,1975,1.3,2567.5,0.09709296032961988,182,1171,0.95316
2028-03-18,Instagram,26-35,North India,Desktop,Video,10,85449,3,0.09790830624275516,8366,1.3,10875.800000000001,0.09475460375755787,754,1172,0.95312
2028-03-19,Google,18-25,West India,Desktop,Video,5,67738,3,0.027598231860782182,1869,0.9,1682.1000000000001,0.22038448433585442,391,1173,0.95308
2028-03-20,Instagram,36-50,South India,Mobile,Video,16,65010,3,0.09173394679632481,5963,1.3,7751.900000000001,0.11603073060166215,658,1174,0.95304
2028-03-21,Google,18-25,South India,Desktop,Text,3,83570,3,0.03477009625613117,2905,0.9,2614.5,0.16375479645406743,452,1175,0.953
2028-03-22,Instagram,26-35,South India,Mobile,Text,13,4006,3,0.11298851147518363,452,1.3,587.6,0.1052087012947958,44,1176,0.95296
2028-03-23,Google,26-35,West India,Mobile,Text,13,62876,3,0.08270382036190031,5200,0.9,4680.0,0.1314067114964163,650,1177,0.95292
2028-03-24,Instagram,18-25,West India,Mobile,Video,19,64228,3,0.09554916719549661,6136,1.3,7976.8,0.07329476129942482,427,1178,0.95288
2028-03-25,Google,18-25,North India,Mobile,Image,7,53056,3,0.06597344964907824,3500,0.9,3150.0,0.12148042532134745,404,1179,0.95284
2028-03-26,Instagram,36-50,North India,Desktop,Text,21,9505,3,0.08109211170236573,770,1.3,1001.0,0.15501350416561202,113,1180,0.9528
2028-03-27,Google,36-50,North India,Mobile,Text,1,21498,3,0.07944672506426975,1707,0.9,1536.3,0.11838166914055662,192,1181,0.95276
2028-03-28,Instagram,26-35,West India,Mobile,Image,4,17505,3,0.1126683210826284,1972,1.3,2563.6,0.1703245461072945,319,1182,0.95272
2028-03-29,Instagram,36-50,West India,Mobile,Text,3,63518,3,0.041711984441129384,2649,1.3,3443.7000000000003,0.07157412349903775,180,1183,0.95268
2028-03-30,Google,36-50,West India,Mobile,Image,9,7603,3,0.07149795382046656,543,0.9,488.7,0.16722601381682592,85,1184,0.95264
2028-03-31,Instagram,26-35,North India,Mobile,Video,19,25744,3,0.07074172373960579,1821,1.3,2367.3,0.11182604360397089,193,1185,0.9526
2028-04-01,Instagram,26-35,West India,Mobile,Image,23,70218,4,0.08407780048524942,5903,1.3,7673.900000000001,0.12949312080778075,727,1186,0.95256
2028-04-02,Google,26-35,North India,Mobile,Image,20,14460,4,0.06570292795166649,950,0.9,855.0,0.07559805174597148,67,1187,0.95252
2028-04-03,Google,26-35,North India,Mobile,Video,2,54273,4,0.043693986159855557,2371,0.9,2133.9,0.14774095527069278,333,1188,0.95248
2028-04-04,Instagram,18-25,South India,Desktop,Text,15,80095,4,0.058404751327586865,4677,1.3,6080.1,0.12588644554645315,560,1189,0.95244
2028-04-05,Google,26-35,South India,Desktop,Video,9,29544,4,0.043433558730813865,1283,0.9,1154.7,0.2013672750579991,245,1190,0.9524
2028-04-06,Instagram,26-35,South India,Desktop,Text,14,7864,4,0.08186167739582297,643,1.3,835.9,0.18132499640503694,110,1191,0.95236
2028-04-07,Google,26-35,North India,Desktop,Text,3,90314,4,0.03494056781932763,3155,0.9,2839.5,0.08011610765097438,239,1192,0.95232
2028-04-08,Instagram,36-50,South India,Mobile,Image,0,80770,4,0.049092069061351,3965,1.3,5154.5,0.23466847616016848,885,1193,0.95228
2028-04-09,Google,26-35,South India,Desktop,Video,21,29593,4,0.08800399194519724,2604,0.9,2343.6,0.2513437241448271,622,1194,0.95224
2028-04-10,Instagram,18-25,South India,Mobile,Image,14,45657,4,0.051060596656964524,2331,1.3,3030.3,0.12726010008821556,281,1195,0.9522
2028-04-11,Instagram,18-25,West India,Desktop,Video,9,2729,4,0.05901000878949787,161,1.3,209.3,0.10329539021353203,15,1196,0.95216
2028-04-12,Instagram,26-35,North India,Mobile,Video,19,45515,4,0.1514772941365092,6894,1.3,8962.2,0.06841264147686693,448,1197,0.95212
2028-04-13,Instagram,18-25,South India,Desktop,Image,21,88872,4,0.04979356846500323,4425,1.3,5752.5,0.09611050193050334,404,1198,0.95208
2028-04-14,Google,36-50,West India,Mobile,Text,17,55281,4,0.08449107088865503,4670,0.9,4203.0,0.167109873210912,742,1199,0.95204
2028-04-15,Instagram,26-35,West India,Mobile,Text,15,35936,4,0.0890014781048853,3198,1.3,4157.400000000001,0.08250208555110414,250,1200,0.952
2028-04-16,Google,18-25,West India,Mobile,Video,20,13413,4,0.04400307062150917,590,0.9,531.0,0.08541673096448281,47,1201,0.95196
2028-04-17,Google,18-25,South India,Mobile,Text,8,48652,4,0.0391642394540818,1905,0.9,1714.5,0.04844172450709064,87,1202,0.95192
2028-04-18,Google,26-35,West India,Desktop,Image,23,30764,4,0.05688461711122701,1749,0.9,1574.1000000000001,0.09801029773787455,162,1203,0.95188
2028-04-19,Google,18-25,North India,Mobile,Image,18,64784,4,0.04017016501560394,2602,0.9,2341.8,0.08009797253764213,197,1204,0.95184
2028-04-20,Instagram,26-35,West India,Mobile,Image,16,46741,4,0.10123660977859752,4731,1.3,6150.3,0.06516999405161183,293,1205,0.9518
2028-04-21,Instagram,18-25,West India,Desktop,Video,9,74204,4,0.08893279296567472,6599,1.3,8578.7,0.24933889752498026,1565,1206,0.9517599999999999
2028-04-22,Google,36-50,West India,Mobile,Video,18,79796,4,0.04042736760520815,3225,0.9,2902.5,0.11155257009205974,341,1207,0.95172
2028-04-23,Google,18-25,West India,Mobile,Text,7,77844,4,0.055076151349990894,4287,0.9,3858.3,0.041682051252261834,169,1208,0.95168
2028-04-24,Instagram,18-25,North India,Mobile,Image,18,60773,4,0.09874316530902355,6000,1.3,7800.0,0.19630638313253776,1120,1209,0.95164
2028-04-25,Google,26-35,South India,Mobile,Image,4,75432,4,0.09172074571423065,6918,0.9,6226.2,0.1597092368254516,1050,1210,0.9516
2028-04-26,Google,18-25,North India,Desktop,Video,1,20283,4,0.07381065366280998,1497,0.9,1347.3,0.0705803387877296,99,1211,0.95156
2028-04-27,Google,26-35,North India,Desktop,Video,14,86127,4,0.03184281759720378,2742,0.9,2467.8,0.060737937109530855,157,1212,0.95152
2028-04-28,Instagram,36-50,South India,Desktop,Video,16,26282,4,0.09641960984740278,2534,1.3,3294.2000000000003,0.08727660834036777,210,1213,0.95148
2028-04-29,Instagram,26-35,West India,Mobile,Image,9,65560,4,0.07135992985573916,4678,1.3,6081.400000000001,0.1473704633536354,655,1214,0.95144
2028-04-30,Google,26-35,South India,Mobile,Image,20,80455,4,0.06406037871023214,5153,0.9,4637.7,0.06423387258634447,313,1215,0.9514
2028-05-01,Google,18-25,South India,Mobile,Text,20,74210,5,0.07521564152262213,5581,0.9,5022.900000000001,0.11176960412531423,592,1216,0.95136
2028-05-02,Instagram,36-50,North India,Desktop,Image,21,97235,5,0.05809516708822436,5648,1.3,7342.400000000001,0.12478795564200522,669,1217,0.9513199999999999
2028-05-03,Instagram,26-35,South India,Mobile,Text,1,97376,5,0.07614162712697617,7414,1.3,9638.2,0.056717800699005415,399,1218,0.95128
2028-05-04,Google,18-25,West India,Mobile,Text,8,53984,5,0.03277913437577137,1769,0.9,1592.1000000000001,0.09212349638721713,154,1219,0.95124
2028-05-05,Instagram,18-25,North India,Mobile,Image,1,19392,5,0.1039987945717981,2016,1.3,2620.8,0.16619603064125058,318,1220,0.9512
2028-05-06,Google,26-35,West India,Mobile,Text,17,98496,5,0.03130664742342889,3083,0.9,2774.7000000000003,0.1335421251335386,390,1221,0.95116
2028-05-07,Google,18-25,North India,Desktop,Text,11,5721,5,0.034217886856761706,195,0.9,175.5,0.11407633948231839,20,1222,0.95112
2028-05-08,Instagram,26-35,West India,Mobile,Video,14,30197,5,0.10908562605475579,3294,1.3,4282.2,0.1349795009091687,422,1223,0.95108
2028-05-09,Google,26-35,South India,Mobile,Image,20,27173,5,0.08004599627203443,2175,0.9,1957.5,0.1047183124136806,215,1224,0.95104
2028-05-10,Instagram,26-35,South India,Mobile,Text,19,2066,5,0.07758197323834663,160,1.3,208.0,0.09649280695826812,14,1225,0.951
2028-05-11,Google,36-50,South India,Desktop,Text,5,93911,5,0.030677880771217712,2880,0.9,2592.0,0.13748745002789345,375,1226,0.95096
2028-05-12,Google,26-35,West India,Mobile,Text,17,60418,5,0.06488586304140478,3920,0.9,3528.0,0.09996145744925014,371,1227,0.95092
2028-05-13,Instagram,18-25,North India,Mobile,Image,12,68454,5,0.03340358293431384,2286,1.3,2971.8,0.13969898004391967,303,1228,0.95088
2028-05-14,Google,36-50,North India,Mobile,Video,3,75993,5,0.06701614523278629,5092,0.9,4582.8,0.20039172608110722,969,1229,0.95084
2028-05-15,Instagram,18-25,North India,Mobile,Video,11,77262,5,0.06642357575377994,5132,1.3,6671.6,0.14782605846310115,720,1230,0.9508
2028-05-16,Google,36-50,South India,Desktop,Image,8,15282,5,0.06208509041926727,948,0.9,853.2,0.1368779478411718,122,1231,0.95076
2028-05-17,Google,36-50,West India,Mobile,Image,1,25815,5,0.0584477825166009,1508,0.9,1357.2,0.09686267279137675,138,1232,0.95072
2028-05-18,Google,36-50,North India,Desktop,Image,15,23594,5,0.034884594511985285,823,0.9,740.7,0.06416827577410218,49,1233,0.95068
2028-05-19,Instagram,36-50,West India,Mobile,Image,0,73984,5,0.033984717405636904,2514,1.3,3268.2000000000003,0.09238810391460027,220,1234,0.95064
2028-05-20,Google,18-25,North India,Desktop,Video,3,57511,5,0.05121182847226774,2945,0.9,2650.5,0.12860751160625222,359,1235,0.9506
2028-05-21,Instagram,26-35,South India,Desktop,Text,14,67678,5,0.08344324200306809,5647,1.3,7341.1,0.04196260554344261,224,1236,0.95056
2028-05-22,Google,18-25,West India,Mobile,Text,19,86768,5,0.030886974572231458,2680,0.9,2412.0,0.09062079795385278,230,1237,0.95052
2028-05-23,Instagram,26-35,North India,Mobile,Image,0,67951,5,0.06693048360449202,4547,1.3,5911.1,0.15266586054619213,659,1238,0.95048
2028-05-24,Google,18-25,North India,Mobile,Image,19,7374,5,0.08129722897439336,599,0.9,539.1,0.16789104021697204,95,1239,0.95044
2028-05-25,Instagram,36-50,North India,Mobile,Text,14,27974,5,0.0485862293907714,1359,1.3,1766.7,0.12901977740474158,166,1240,0.9504
2028-05-26,Instagram,36-50,North India,Mobile,Video,2,70178,5,0.0388912661553961,2729,1.3,3547.7000000000003,0.07304828666423939,189,1241,0.95036
2028-05-27,Instagram,26-35,South India,Mobile,Image,12,84472,5,0.0901656503541662,7616,1.3,9900.800000000001,0.06787203153185675,490,1242,0.95032
2028-05-28,Instagram,26-35,North India,Desktop,Image,17,32914,5,0.03185952248721286,1048,1.3,1362.4,0.09031052276486026,89,1243,0.95028
2028-05-29,Instagram,18-25,North India,Mobile,Video,12,51014,5,0.06256405981253353,3191,1.3,4148.3,0.08157870310642748,247,1244,0.95024
2028-05-30,Instagram,26-35,South India,Desktop,Video,9,62379,5,0.07424021569130355,4631,1.3,6020.3,0.17772378436148922,782,1245,0.9502
2028-05-31,Google,18-25,North India,Mobile,Video,19,10347,5,0.07634973542019721,789,0.9,710.1,0.059095473474312134,43,1246,0.95016
2028-06-01,Google,26-35,West India,Mobile,Image,23,91468,6,0.04177765051781838,3821,0.9,3438.9,0.0970146601883783,351,1247,0.95012
2028-06-02,Instagram,26-35,West India,Desktop,Video,6,60015,6,0.059842767887445185,3591,1.3,4668.3,0.0903448568966178,307,1248,0.95008
2028-06-03,Instagram,26-35,North India,Mobile,Image,7,90129,6,0.03795749907335293,3421,1.3,4447.3,0.11132915477242733,361,1249,0.95004
2028-06-04,Instagram,36-50,South India,Mobile,Image,0,67864,6,0.044145052128840935,2995,1.3,3893.5,0.1584106123958572,450,1250,0.95
2028-06-05,Google,36-50,South India,Desktop,Video,17,51181,6,0.01789635951624742,915,0.9,823.5,0.21230074515359887,184,1251,0.94996
2028-06-06,Google,18-25,South India,Desktop,Text,11,19760,6,0.021955681213136544,433,0.9,389.7,0.15538990676418746,63,1252,0.94992
2028-06-07,Google,26-35,North India,Mobile,Video,17,86161,6,0.0512886008112023,4419,0.9,3977.1,0.09656811524113698,404,1253,0.9498800000000001
2028-06-08,Instagram,18-25,North India,Mobile,Text,23,93103,6,0.08973589651011081,8354,1.3,10860.2,0.12260091214913785,972,1254,0.94984
2028-06-09,Google,26-35,West India,Mobile,Video,11,78599,6,0.06077213934871519,4776,0.9,4298.400000000001,0.1400773057664687,635,1255,0.9498
2028-06-10,Google,36-50,South India,Mobile,Video,19,98166,6,0.07148154626771154,7017,0.9,6315.3,0.1716923605773662,1143,1256,0.94976
2028-06-11,Google,36-50,North India,Mobile,Image,8,93497,6,0.06119899419687501,5721,0.9,5148.900000000001,0.14364034709753515,779,1257,0.94972
2028-06-12,Google,26-35,North India,Mobile,Image,1,4140,6,0.023222171637956333,96,0.9,86.4,0.05253980407024363,4,1258,0.94968
2028-06-13,Instagram,26-35,North India,Mobile,Image,13,83801,6,0.0568464009406501,4763,1.3,6191.900000000001,0.155804908315874,704,1259,0.94964
2028-06-14,Google,36-50,South India,Desktop,Image,3,75266,6,0.05511685274779909,4148,0.9,3733.2000000000003,0.1218841943281864,479,1260,0.9496
2028-06-15,Instagram,36-50,South India,Desktop,Image,14,63176,6,0.0688299347930171,4348,1.3,5652.400000000001,0.09095728535633575,375,1261,0.94956
2028-06-16,Google,18-25,West India,Mobile,Image,16,15057,6,0.033889053861042996,510,0.9,459.0,0.08305125763446214,39,1262,0.94952
2028-06-17,Google,36-50,South India,Mobile,Image,18,70093,6,0.06220959024339587,4360,0.9,3924.0,0.1516713492560306,627,1263,0.94948
2028-06-18,Google,26-35,North India,Mobile,Text,5,30114,6,0.05004953965310873,1507,0.9,1356.3,0.1035713726505023,148,1264,0.94944
2028-06-19,Google,18-25,West India,Mobile,Text,8,79747,6,0.03254951410181349,2595,0.9,2335.5,0.11476772431790402,281,1265,0.9494
2028-06-20,Google,26-35,South India,Mobile,Image,16,57215,6,0.052413551849022966,2998,0.9,2698.2000000000003,0.07881324229726562,224,1266,0.94936
2028-06-21,Google,18-25,South India,Mobile,Text,14,19580,6,0.06255861756625687,1224,0.9,1101.6000000000001,0.05669475045849759,65,1267,0.9493199999999999
2028-06-22,Instagram,26-35,South India,Mobile,Video,4,84870,6,0.062140286252218395,5273,1.3,6854.900000000001,0.17688968068528146,884,1268,0.94928
2028-06-23,Google,36-50,South India,Desktop,Text,17,10802,6,0.01965208190246634,212,0.9,190.8,0.07264757107487751,14,1269,0.94924
2028-06-24,Instagram,26-35,North India,Desktop,Image,22,88857,6,0.09184357375527935,8160,1.3,10608.0,0.06420480800568275,496,1270,0.9492
2028-06-25,Instagram,18-25,South India,Desktop,Text,3,70543,6,0.05315336188002989,3749,1.3,4873.7,0.06221764045022842,221,1271,0.94916
2028-06-26,Instagram,26-35,North India,Mobile,Video,20,5675,6,0.06559894355943091,372,1.3,483.6,0.06582054939486967,22,1272,0.94912
2028-06-27,Google,18-25,North India,Mobile,Text,23,15058,6,0.04813359255797151,724,0.9,651.6,0.0765239343803749,52,1273,0.94908
2028-06-28,Google,26-35,North India,Mobile,Image,1,50001,6,0.05786821617050273,2893,0.9,2603.7000000000003,0.06907085245440213,188,1274,0.94904
2028-06-29,Google,36-50,West India,Desktop,Video,18,38519,6,0.021600994146699,832,0.9,748.8000000000001,0.18826092984464654,148,1275,0.949
2028-06-30,Google,36-50,North India,Mobile,Video,4,72755,6,0.05268998742101212,3833,0.9,3449.7000000000003,0.1478073517393635,537,1276,0.94896
2028-07-01,Instagram,26-35,South India,Mobile,Text,3,16445,7,0.10662517132214225,1753,1.3,2278.9,0.13477154165358765,223,1277,0.94892
2028-07-02,Google,26-35,West India,Mobile,Video,4,74954,7,0.058355803386800596,4374,0.9,3936.6,0.11580656267310827,480,1278,0.94888
2028-07-03,Google,26-35,South India,Mobile,Video,18,90450,7,0.08727019729562112,7893,0.9,7103.7,0.16371871895056642,1225,1279,0.94884
2028-07-04,Instagram,18-25,North India,Mobile,Video,12,96166,7,0.10910665448721175,10492,1.3,13639.6,0.12552733537636596,1249,1280,0.9488
2028-07-05,Instagram,26-35,South India,Mobile,Image,15,29695,7,0.10059121408453599,2987,1.3,3883.1,0.06978752492046739,197,1281,0.94876
2028-07-06,Instagram,26-35,West India,Mobile,Video,11,96970,7,0.08631607737419737,8370,1.3,10881.0,0.0560394207685318,444,1282,0.94872
2028-07-07,Google,18-25,West India,Mobile,Text,8,52227,7,0.02879322945877491,1503,0.9,1352.7,0.11533869611415992,164,1283,0.94868
2028-07-08,Google,36-50,South India,Mobile,Text,23,80992,7,0.028609863105768702,2317,0.9,2085.3,0.05326147491289201,116,1284,0.94864
2028-07-09,Google,26-35,South India,Mobile,Video,15,31185,7,0.048886725362019004,1524,0.9,1371.6000000000001,0.06339812351269696,91,1285,0.9486
2028-07-10,Google,26-35,South India,Desktop,Text,13,90692,7,0.03286186023767018,2980,0.9,2682.0,0.09524043384671398,268,1286,0.94856
2028-07-11,Google,36-50,West India,Mobile,Video,21,46908,7,0.07386626634690838,3464,0.9,3117.6,0.17198843016143947,564,1287,0.94852
2028-07-12,Google,36-50,North India,Mobile,Text,0,44631,7,0.07164420528652185,3197,0.9,2877.3,0.11922057705521977,361,1288,0.94848
2028-07-13,Google,18-25,South India,Mobile,Video,19,48993,7,0.06727873868584981,3296,0.9,2966.4,0.21421718332112666,669,1289,0.94844
2028-07-14,Google,26-35,North India,Desktop,Video,22,3078,7,0.03311337002932328,101,0.9,90.9,0.07739455799080276,6,1290,0.9484
2028-07-15,Google,26-35,West India,Mobile,Video,20,96886,7,0.08783787325692152,8510,0.9,7659.0,0.21358489816086162,1723,1291,0.94836
2028-07-16,Instagram,18-25,South India,Mobile,Image,3,78609,7,0.0939182151149189,7382,1.3,9596.6,0.16153419708247044,1130,1292,0.94832
2028-07-17,Instagram,36-50,South India,Mobile,Text,8,24778,7,0.10869986306622188,2693,1.3,3500.9,0.05797922698487763,147,1293,0.94828
2028-07-18,Instagram,18-25,West India,Mobile,Video,23,24397,7,0.06882145313149172,1679,1.3,2182.7000000000003,0.189241176047229,300,1294,0.94824
2028-07-19,Google,36-50,South India,Mobile,Image,18,69857,7,0.09172890751852758,6407,0.9,5766.3,0.12083972796266777,733,1295,0.9482
2028-07-20,Google,18-25,North India,Mobile,Image,13,13337,7,0.04983351720059207,664,0.9,597.6,0.046850666949296425,29,1296,0.94816
2028-07-21,Google,36-50,West India,Desktop,Video,21,7011,7,0.0652353868089184,457,0.9,411.3,0.07018301766731581,30,1297,0.94812
2028-07-22,Instagram,18-25,West India,Desktop,Video,11,40855,7,0.06609499193323284,2700,1.3,3510.0,0.12089407136075914,309,1298,0.94808
2028-07-23,Instagram,36-50,South India,Desktop,Video,3,76532,7,0.06150558361302354,4707,1.3,6119.1,0.15083765878443411,672,1299,0.94804
2028-07-24,Google,36-50,West India,Mobile,Video,6,47845,7,0.051574188560195945,2467,0.9,2220.3,0.20717872605822796,484,1300,0.948
2028-07-25,Instagram,36-50,South India,Desktop,Video,16,21046,7,0.07081196290491318,1490,1.3,1937.0,0.09266366491766037,130,1301,0.94796
2028-07-26,Google,36-50,South India,Mobile,Text,0,88030,7,0.04515654653370744,3975,0.9,3577.5,0.09946028039078371,374,1302,0.94792
2028-07-27,Google,36-50,West India,Mobile,Video,13,7618,7,0.06180463797826934,470,0.9,423.0,0.0859494308386011,37,1303,0.9478800000000001
2028-07-28,Instagram,26-35,South India,Desktop,Video,14,73435,7,0.04063045267543643,2983,1.3,3877.9,0.1559924473136112,440,1304,0.94784
2028-07-29,Instagram,36-50,North India,Mobile,Text,11,32322,7,0.09500030227987176,3070,1.3,3991.0,0.1350984081494599,392,1305,0.9478
2028-07-30,Instagram,26-35,North India,Mobile,Image,11,34797,7,0.060763384189096714,2114,1.3,2748.2000000000003,0.11351082596466223,226,1306,0.94776
2028-07-31,Instagram,36-50,South India,Mobile,Text,5,16128,7,0.05514316396034654,889,1.3,1155.7,0.10416823355051233,87,1307,0.94772
2028-08-01,Google,26-35,North India,Mobile,Image,12,34179,8,0.040253243191567215,1375,0.9,1237.5,0.13776721112011847,179,1308,0.94768
2028-08-02,Instagram,26-35,South India,Desktop,Image,15,68517,8,0.03118030143621473,2136,1.3,2776.8,0.06673248593477242,134,1309,0.94764
2028-08-03,Google,18-25,North India,Mobile,Text,13,35073,8,0.07399101442292252,2595,0.9,2335.5,0.1346797746686747,330,1310,0.9476
2028-08-04,Instagram,36-50,West India,Mobile,Video,6,79014,8,0.08806729370758616,6958,1.3,9045.4,0.1450425074582602,956,1311,0.94756
2028-08-05,Google,18-25,South India,Mobile,Image,15,92965,8,0.06442881543576573,5989,0.9,5390.1,0.1496916499327784,848,1312,0.94752
2028-08-06,Instagram,18-25,South India,Desktop,Video,22,38363,8,0.08653602448098503,3319,1.3,4314.7,0.20414394857447699,641,1313,0.94748
2028-08-07,Google,36-50,South India,Mobile,Text,8,12697,8,0.07436744808815811,944,0.9,849.6,0.12052645455101361,107,1314,0.9474400000000001
2028-08-08,Instagram,18-25,South India,Mobile,Image,13,16422,8,0.05574341886049923,915,1.3,1189.5,0.14274559853012952,123,1315,0.9474
2028-08-09,Google,36-50,South India,Desktop,Video,23,39380,8,0.03195705638779954,1258,0.9,1132.2,0.18763404229049885,223,1316,0.94736
2028-08-10,Instagram,18-25,South India,Mobile,Image,6,96877,8,0.06552900191226889,6348,1.3,8252.4,0.05204442969239303,312,1317,0.9473199999999999
2028-08-11,Google,36-50,West India,Mobile,Image,11,61857,8,0.05597655327723669,3462,0.9,3115.8,0.09350947114425484,305,1318,0.94728
2028-08-12,Google,36-50,West India,Desktop,Text,2,68573,8,0.028536082403053283,1956,0.9,1760.4,0.14858947264068278,274,1319,0.94724
2028-08-13,Google,36-50,North India,Mobile,Video,13,76058,8,0.06346529223871607,4827,0.9,4344.3,0.08676656247877072,395,1320,0.9472
2028-08-14,Google,26-35,South India,Desktop,Video,18,22259,8,0.03373334187856073,750,0.9,675.0,0.15300880684099177,107,1321,0.94716
2028-08-15,Instagram,18-25,North India,Mobile,Image,10,78534,8,0.03509549938412369,2756,1.3,3582.8,0.06133185247315393,160,1322,0.94712
2028-08-16,Google,26-35,North India,Desktop,Video,4,73622,8,0.049365293084767226,3634,0.9,3270.6,0.09719458071846217,334,1323,0.94708
2028-08-17,Instagram,18-25,West India,Desktop,Image,22,2149,8,0.06772707742645119,145,1.3,188.5,0.14039120598380989,18,1324,0.94704
2028-08-18,Google,18-25,North India,Mobile,Text,12,23792,8,0.06236452286839133,1483,0.9,1334.7,0.10500177942078094,146,1325,0.947
2028-08-19,Google,18-25,West India,Mobile,Text,9,17390,8,0.06593538003537568,1146,0.9,1031.4,0.08330364705871,89,1326,0.94696
2028-08-20,Instagram,26-35,North India,Desktop,Video,6,35204,8,0.08292202106691669,2919,1.3,3794.7000000000003,0.19531696015178232,539,1327,0.94692
2028-08-21,Instagram,18-25,South India,Mobile,Text,16,37018,8,0.07365353543011233,2726,1.3,3543.8,0.13885362814675095,357,1328,0.9468799999999999
2028-08-22,Google,26-35,North India,Mobile,Text,15,94651,8,0.06854540058641093,6487,0.9,5838.3,0.06258878887171034,384,1329,0.94684
